,name,details
650,"神奈川ロイヤル株式会社
港北ﾆｭｰﾀｳﾝｾﾝﾀｰ北駅前ｼｮｯﾌﾟ
代表者: 木島　寛","〒224-0003
横浜市都筑区中川中央１丁目７－４
TEL: 045-913-2211"
651,"神奈川ロイヤル株式会社
ボーノ相模大野店
代表者: 木島　寛","〒252-0303
相模原市南区相模大野３丁目3ボーノ相模大野サウスモール２階
TEL: 042-701-1168"
652,"神奈川ロイヤル株式会社
藤沢小田急湘南ゲート店
代表者: 木島　寛","〒251-0055
藤沢市南藤沢２１－１小田急湘南ゲート４階、５階
TEL: 0466-25-1811"
653,"株式会社カナコー
代表者: 大久保 貴章","〒252-0328
相模原市南区麻溝台８丁目１２－５
TEL: 042-746-1221"
654,"株式会社　カナコー不動産事務所
代表者: 諸星　晴美","〒250-0011
小田原市栄町３丁目９－１５
TEL: 0465-24-3303"
655,"株式会社　神奈地所
代表者: 高山　勇成","〒252-0303
相模原市南区相模大野７丁目２４－１１第１アオイビル５Ｆ
TEL: 042-705-2282"
656,"有限会社　加奈不動産
代表者: 木倉 加苗","〒238-0022
横須賀市公郷町２丁目７－７
TEL: 046-853-6930"
657,"株式会社要建設
代表者: 原田　哲治","〒213-0023
川崎市高津区子母口３５０－４
TEL: 044-798-2816"
658,"有限会社カネックス
代表者: 金子　由紀子","〒244-0812
横浜市戸塚区柏尾町１７０－２金子ビル
TEL: 045-822-0369"
659,"有限会社　金子建材店
代表者: 金子 重夫","〒244-0812
横浜市戸塚区柏尾町１７０―２金子ビル１Ｆ
TEL: 045-822-0368"
660,"有限会社　金子ハウジング
代表者: 金子 惠一","〒224-0001
横浜市都筑区中川４丁目８－６５ルミエール中川１０２
TEL: 045-911-1572
HP: www.zennichi.net/m/kanekohousing/
Mail: 5-K.housing@yokohama.emeil.ne.jp"
661,"株式会社　かねこハウス
代表者: 金子　弘光","〒238-0008
横須賀市大滝町２丁目１４
TEL: 046-827-8811"
662,"株式会社　カハラ
代表者: 渡邉　聡史","〒251-0044
藤沢市辻堂太平台１丁目１４－５
TEL: 0466-37-0812"
663,"株式会社　カバーホーム
代表者: 蒲谷　研一","〒236-0014
横浜市金沢区寺前１丁目１－５ヴィラヤマナカ４・３０２号室
TEL: 045-900-6875"
664,"株式会社　ＫＥＮエージェント
川崎支店
代表者: 上田　兼士","〒212-0016
川崎市幸区南幸町１丁目1-1F
TEL: 044-280-6871"
665,"株式会社　カブト
横浜営業所
代表者: 兜　美昭","〒220-0011
横浜市西区高島２丁目10-13横浜東口ビル1008号
TEL: 045-620-3970"
666,"株式会社　カマクラ工務店
代表者: 寺橋　賢悟","〒248-0006
鎌倉市小町２丁目１５－７
TEL: 0467-38-5118"
667,"鎌倉小町不動産　株式会社
代表者: 伊部　誠","〒248-0006
鎌倉市小町１丁目４番１７号
TEL: 0467-23-0001"
668,"合同会社　鎌倉事務所
代表者: 金山　東完","〒247-0056
鎌倉市大船１丁目１２－１０湘南第５ビル２０１
TEL: 0467-33-4486"
669,"有限会社鎌倉泰成
代表者: 安井 泰典","〒247-0056
鎌倉市大船２丁目２４－１８シャノアール１Ｆ
TEL: 0467-45-8191"
670,"株式会社　カマクラ不動産
代表者: 羽豆　健二","〒247-0056
鎌倉市大船１丁目２３－１６サンワード大船１０２
TEL: 0467-81-5380"
671,"株式会社　ＣＯＬＯＲＳ
横浜支店
代表者: 青木　誠","〒231-0027
横浜市中区扇町３丁目８－４
TEL: 045-227-7730"
672,"川口不動産
代表者: 川口　弘久","〒246-0015
横浜市瀬谷区本郷２丁目１３－１グランドヒルズ横浜１Ｆ
TEL: 045-304-3287"
673,"川崎総合地所　株式会社
代表者: 菅井　洋子","〒211-0016
川崎市中原区市ノ坪４４９番３シティータワー武蔵小杉１６０３
TEL: 044-789-5144"
674,"株式会社　カワサキ不動産
代表者: 河﨑　秀行","〒214-0014
川崎市多摩区登戸1832番地1
TEL: 044-930-7002"
675,"株式会社　カワサキ不動産
稲田堤営業所
代表者: 河﨑　秀行","〒214-0001
川崎市多摩区菅１丁目２－３ケーズビル１Ｆ
TEL: 044-949-1662"
676,"川崎ロイヤル　株式会社
代表者: 木島　寛","〒210-0007
川崎市川崎区駅前本町２６－２
TEL: 044-244-2111"
677,"有限会社カワチホームズ
代表者: 河内　英夫","〒243-0307
愛甲郡愛川町半原４６３３－２
TEL: 046-281-3591"
678,"株式会社　河野建築デザイン
代表者: 渡辺　一成","〒215-0005
川崎市麻生区千代ケ丘６丁目８－４８
TEL: 044-953-6002"
679,"株式会社　かわの不動産
代表者: 川野　秀城","〒253-0043
茅ヶ崎市元町１１－１０
TEL: 0467-38-6915"
680,"株式会社　川村物産
代表者: 河合　仁","〒230-0076
横浜市鶴見区馬場４丁目８－１８
TEL: 045-717-5688
Mail: kawamura_bussan@ybb.ne.jp"
681,"環境社株式会社
代表者: 金沢　一俊","〒231-0023
横浜市中区山下町７４－１大和地所ビル１０Ｆ
TEL: 045-680-0919"
682,"環境デザイン　株式会社
代表者: 水谷 喜寿","〒251-0055
藤沢市南藤沢６－１８リヴェール湘南４０１
TEL: 0466-28-4541"
683,"有限会社　勧銀土地建物
代表者: 川井 こずえ","〒232-0071
横浜市南区永田北３丁目２－１
TEL: 045-714-7137
HP: https://www.kangintochi.co.jp/
Mail: louvre-yokohama.1@kind.ocn.ne.jp"
684,"甘草堂　株式会社
代表者: 鈴木　信也","〒253-0054
茅ヶ崎市東海岸南６丁目６－７２
TEL: 0467-87-5238"
685,"ガーデン不動産株式会社
代表者: 小山　芳彦","〒241-0816
横浜市旭区笹野台１丁目1-27三ツ境GSビル302
TEL: 045-361-2660"
686,"株式会社ガイアフィールド
代表者: 遠藤 陽一","〒213-0015
川崎市高津区梶ケ谷４丁目１１－２
TEL: 044-852-9588"
687,"株式会社ガイアフィールド
梶が谷駅前店
代表者: 遠藤 陽一","〒213-0013
川崎市高津区末長１丁目２３－２４
TEL: 044-866-1640"
688,"有限会社ガイアミューズ
代表者: 朝比奈　資明","〒216-0004
川崎市宮前区鷺沼１丁目１８－１１ニューウェル３０６
TEL: 044-870-7511
HP: https://hina3blog.com
Mail: info@gaiamuse.net"
689,"ガイズカンパニー　株式会社
代表者: 仲本　純","〒222-0033
横浜市港北区新横浜３丁目８番１１号８階
TEL: 045-470-3536"
690,"有限会社ガイド
代表者: 村田　己海","〒252-0303
相模原市南区相模大野３丁目１５－１５みほビル５Ｆ
TEL: 042-749-5103"
691,"株式会社ＧＡＫＵ　ｄｅｓｉｇｎ
代表者: 江成　早百合","〒252-0304
相模原市南区旭町１１－６
TEL: 042-767-2733"
692,"学文タオワークス　株式会社
代表者: 鶴田　憲司","〒237-0074
横須賀市田浦大作町３５－４
TEL: 046-876-9725"
693,"株式会社　ＧＡＲＵＤＡ
代表者: 石山　行惠","〒240-0013
横浜市保土ケ谷区帷子町１丁目４４カサハラビル保土ヶ谷６０３
TEL: 045-442-5785"
694,"キャナエルエステート
代表者: 松橋　裕佳子","〒210-0847
川崎市川崎区浅田２丁目１－２５
TEL: 050-3196-2010"
695,"株式会社　キャンパス
代表者: 米山　和成","〒231-0027
横浜市中区扇町１丁目１－２５キンガビル３階
TEL: 045-227-8670"
696,"株式会社キューブ
代表者: 小此木　光江","〒243-0303
愛甲郡愛川町中津756-3-2F
TEL: 046-281-7107
HP: https://www.sumaisoudan-cube.com/
Mail: info@cube2002.com"
697,"株式会社　キューブ
代表者: 根岸　征紀","〒233-0002
横浜市港南区上大岡西２丁目１－２３佐野金ビル３階
TEL: 045-353-9981"
698,"株式会社　キューブトラスト
代表者: 佐藤　究","〒231-0014
横浜市中区常盤町３丁目２４番地
TEL: 045-305-6939"
699,"株式会社　旧三福不動産
代表者: 渡邊　実","〒250-0011
小田原市栄町３丁目１２－８
TEL: 0465-24-9329"
700,"株式会社　共栄
代表者: 原澤　大二","〒254-0003
平塚市下島９９３番地
TEL: 0463-71-5681
Mail: info@kyo-ei.net"
701,"株式会社　協同リアルティ
代表者: 永島　博隆","〒213-0002
川崎市高津区二子５丁目２－３コモンクローバー２階
TEL: 044-712-0123"
702,"協和エステート　株式会社
代表者: 西原 幸夫","〒220-0022
横浜市西区花咲町５丁目１３６－５グランドメゾン桜木町７０４
TEL: 045-681-3330"
703,"株式会社　共和エンタープライズ
代表者: 神尾　卓次","〒253-0044
茅ヶ崎市新栄町２－８
TEL: 0467-82-0645"
704,"有限会社協和ホーム
代表者: 荒木 辰彦","〒252-0231
相模原市中央区相模原７丁目７－４－７０１
TEL: 042-752-3991
Mail: k-home39@jcom.home.ne.jp"
705,"合同会社　協和リアルエステート
代表者: 大場　健司","〒221-0834
横浜市神奈川区台町８－１４－３０３号ベイシティ滝川
TEL: 045-594-7280"
706,"株式会社吉祥恒産
代表者: 吉井 貴美","〒212-0054
川崎市幸区小倉１－１４－６
TEL: 044-588-8711"
707,"株式会社　吉祥本舗
代表者: 周藤　乃","〒251-0028
藤沢市本鵠沼３丁目３－２１－６号
TEL: 0466-52-7314
HP: http://www.kissyouhonpo.com/
Mail: info@kissyouhonpo.com"
708,"株式会社　ＫｉＫｉ
代表者: 増川　志乃","〒247-0026
横浜市栄区犬山町１０－１１
TEL: 045-383-9262"
709,"有限会社　菊地不動産
代表者: 高橋 トヨノ","〒240-0013
横浜市保土ケ谷区帷子町１丁目４１
TEL: 045-333-3591"
710,"キシダ不動産　有限会社
代表者: 岸田　英紀","〒238-0007
横須賀市若松町３丁目１３
TEL: 046-827-0661"
711,"株式会社　ＫＩＺＵＮＡ
代表者: 酒井　裕行","〒231-0032
横浜市中区不老町３丁目１２番地９
TEL: 045-323-9009"
712,"有限会社きずな
代表者: 平向　直幸","〒214-0014
川崎市多摩区登戸２０７１－３タマビル３Ｆ
TEL: 044-930-5592"
713,"有限会社　清田不動産
代表者: 清田　千穂","〒253-0002
茅ヶ崎市高田４丁目２―１７
TEL: 0467-54-8300"
714,"有限会社　キラックス
代表者: 須田　英祐","〒227-0062
横浜市青葉区青葉台２丁目１７－３
TEL: 045-982-7767
Mail: yokohama@kilax.jp"
715,"株式会社　ＫＩＲＡ・ＭＥＫＩ
代表者: 山田　由季子","〒225-0023
横浜市青葉区大場町１７４－６５
TEL: 045-325-7789
HP: kira777.com
Mail: yamada@kira777,com"
716,"株式会社　キング・アセット
代表者: 小巻　和久","〒249-0007
逗子市新宿３丁目７－８－１０３ドウエルⅠ
TEL: 046-815-7043
HP: http://kingasset.net/
Mail: kkomaki@kingasset.net"
717,"株式会社　ギフト
代表者: 金野　祐樹","〒222-0037
横浜市港北区大倉山１丁目２３－１８アビタシオン大倉山１Ｆ
TEL: 045-540-2828
HP: http://www.gift-life.co.jp
Mail: info@gift-life.co.jp"
718,"有限会社クアン
代表者: 喜田　由香里","〒221-0851
横浜市神奈川区三ツ沢中町６－１３原ビル２０１
TEL: 045-321-8739"
719,"株式会社　ＱＵＥＥＮ＇Ｓ　ＤＥＳＩＧＮ
代表者: 村松　由紀桂","〒240-0111
三浦郡葉山町一色６８６－４
TEL: 046-884-8169"
720,"株式会社　Ｑｕａｌｉｔｙ
代表者: 田邉　弘美","〒213-0013
川崎市高津区末長１丁目４３－１７ジラソーレ１０１
TEL: 044-577-4130"
721,"有限会社　久慈工務店
代表者: 石井　一三","〒245-0023
横浜市泉区和泉中央南４丁目３３－１１
TEL: 045-803-3507"
722,"有限会社　工藤建築企画
代表者: 工藤 道雄","〒245-0061
横浜市戸塚区汲沢２丁目９―１６
TEL: 045-871-5431"
723,"株式会社工藤工務店
代表者: 工藤 賢一","〒254-0077
平塚市東中原１丁目３－６２
TEL: 0463-37-4003"
724,"有限会社　国井建築
代表者: 国井　淳一","〒232-0064
横浜市南区別所１丁目１１－２４
TEL: 045-714-6192"
725,"久野建設　株式会社
代表者: 久野 孝広","〒252-0244
相模原市中央区田名２０８５番地
TEL: 042-761-2373"
726,"熊澤海運　株式会社
代表者: 熊澤　喜一郎","〒230-0052
横浜市鶴見区生麦３丁目１６－３４
TEL: 045-500-0888
Mail: y.kumazawa@kumaship.co.jp"
727,"株式会社　クラウドリアルエステート
代表者: 田畑　蔵人","〒251-0052
藤沢市藤沢１００３－８－１０２
TEL: 0466-61-0019"
728,"工楽舎
代表者: 福島　実","〒222-0011
横浜市港北区菊名１丁目４－１０
TEL: 045-947-3584
Mail: kurakusya@chic.ocn.ne.jp"
729,"株式会社　蔵前
代表者: 前泊　竜次","〒223-0053
横浜市港北区綱島西６丁目２０－１５
TEL: 045-482-7931"
730,"くらす株式会社
代表者: 福田　徹","〒220-0012
横浜市西区みなとみらい３丁目６－１
TEL: 045-345-5863"
731,"クラスタイル　株式会社
支店
代表者: 武中　克典","〒243-0018
厚木市中町３丁目１－２はまやビルＡ館３－１
TEL: 046-206-5292"
732,"株式会社クラリティーワークス
代表者: 樋川　善史","〒221-0834
横浜市神奈川区台町１６－１ソレイユ台町８０２
TEL: 045-313-3318"
733,"クラン　株式会社
代表者: 永松　たけし","〒230-0051
横浜市鶴見区鶴見中央２丁目２番２３号モナークマンション鶴見２０２Ｂ
TEL: 045-642-5461"
734,"株式会社　Ｋｌａｎｇ　Ｒｅａｌｔｙ
代表者: 内山　響","〒253-0111
高座郡寒川町一之宮３丁目２８－５
TEL: 0467-73-7587"
735,"株式会社　クリード
代表者: 永島　久志","〒235-0007
横浜市磯子区西町10-3
TEL: 045-370-8120"
736,"株式会社クリーンケア管理
代表者: 浅田　幸也","〒252-0001
座間市相模が丘４丁目２４－３ヴァンハウス小田急相模原３０９
TEL: 046-206-4395"
737,"クリア・オネスティーズ　株式会社
代表者: 石田　紘太郎","〒232-0033
横浜市南区中村町３丁目２００－１浅賀ビル１階
TEL: 045-251-6813
HP: https://ccc0-clear.com/
Mail: info@ccc0-clear.com"
738,"株式会社　クリア企画
代表者: 久保　隆司","〒227-0048
横浜市青葉区柿の木台２３－１２９
TEL: 045-530-3061"
739,"株式会社クリエイティブアーキテクチャー
代表者: 東倉　義忠","〒230-0077
横浜市鶴見区東寺尾６丁目４０－７
TEL: 045-859-9955"
740,"株式会社クリエイティブ・サービス
代表者: 伊藤　雄一郎","〒231-0801
横浜市中区新山下１丁目16-1エイアイシービル1F
TEL: 045-225-9757"
741,"株式会社　クリエイティブホーム
代表者: 吉野　文章","〒232-0051
横浜市南区井土ケ谷上町１５－１０
TEL: 045-315-3257
HP: https://www.big-advance.site/c/157/2188
Mail: info.creativehome.yokohama@gmail.com"
742,"株式会社　クリエイティブホーム
代表者: 阿部　靖之","〒254-0051
平塚市豊原町３０－８－１Ｂ
TEL: 0463-35-2231"
743,"有限会社　クリエイト
代表者: 高山 捷彦","〒221-0863
横浜市神奈川区羽沢町９０４－７
TEL: 045-442-5001"
744,"株式会社クリエイト・ハウス
代表者: 神谷　良一","〒252-0311
相模原市南区東林間３丁目１９－７エクレール東林間２番館１ＦＢ号
TEL: 042-785-3911"
745,"有限会社　クリオホーム
代表者: 森山 隆","〒214-0038
川崎市多摩区生田７丁目１１－５魚光ビル１階
TEL: 044-932-3219"
746,"株式会社　クリスタル
代表者: 矢島　光一","〒231-0028
横浜市中区翁町２丁目７－１０関内フレックスビル３０８号
TEL: 045-227-7146"
747,"栗マネジメントサポート
代表者: 栗林　浩司","〒215-0027
川崎市麻生区岡上４３６－３
TEL: 044-989-0184"
748,"株式会社クレア
代表者: 志村　孝次","〒224-0041
横浜市都筑区仲町台２丁目１－２５
TEL: 045-949-1615
HP: https://www.yes-crea.jp/
Mail: crea@yes-crea.jp"
